gender,age,marital_status,education,applicant_income,coapplicant_income,dependents,employment_type,area_type,loan_amount,loan_term_months,loan_purpose,electricity_bill_avg,electricity_payment_regularity,mobile_recharge_avg,mobile_recharge_frequency,utility_payment_consistency,govt_socioeconomic_category,credit_category,prior_repayment_record,loan_repaid
Male,20,Single,No formal education,41458.111293508926,0.0,0,Self-employed,Urban,1206831.9564788623,48,Home repair,1927.7107352643661,1.0,879.1337602522718,1.90641296687284,,APL,None,,0
Female,31,Married,Graduate,3000.0,1714.7099198184274,4,Daily wage,Rural,61759.53403004031,84,Medical,251.8581115372453,1.0,77.4688660018567,7.623592169868831,,BPL,Weak,0.82,0
Male,21,Married,Primary,23176.06449707514,0.0,3,Salaried,Semi-urban,261224.94344085912,48,Business,,1.0,422.6258411905588,3.828678101204378,0.5,APL,Moderate,0.82,0
Male,27,Single,Graduate,13096.692453255115,0.0,1,Self-employed,Semi-urban,297161.3858416386,12,Business,1105.2717405533513,1.0,223.76868101276204,3.56192595497277,1.0,,None,0.95,0
Male,30,Married,Secondary,5169.82858971984,0.0,3,Farmer,Rural,135974.33372440297,60,Home repair,266.34087854331824,0.2,70.44919161226784,6.626607171649312,0.5,BPL,Moderate,,0
Male,46,Married,Primary,3000.0,1735.1578001637554,5,Daily wage,Rural,15349.018871963237,120,Medical,50.0,0.5,151.129741058461,,1.0,APL,None,0.35,0
Female,58,Married,Secondary,60074.88532548782,0.0,2,Salaried,Urban,397508.09896041005,12,Agriculture,2859.2793906865045,1.0,,3.03363814715316,1.0,APL,None,,1
Female,18,Single,Graduate,35376.54045540497,20442.372047217876,2,Daily wage,Urban,177422.94399098688,84,Medical,1961.1097975267649,0.5,673.2248905003702,,0.5,,None,0.95,1
Male,39,Single,Graduate,35391.37252775103,0.0,2,Salaried,Semi-urban,311028.4755260632,60,Medical,1968.6071974205681,1.0,,1.5267496644867613,1.0,,None,,0
Female,32,Married,Secondary,6900.080229598048,0.0,4,Salaried,Semi-urban,79128.16350677663,48,Business,204.16674832777647,1.0,188.87223672019812,2.796263766574367,,APL,None,,0
Male,39,Married,Secondary,4924.858694655154,3028.380287362308,1,Daily wage,Semi-urban,57201.01017079833,24,Agriculture,540.9412636648351,0.2,181.22186613422903,2.017164965495431,,APL,Moderate,,0
Female,21,Married,Primary,88365.758330104,0.0,4,Salaried,Urban,730499.1873422683,48,Agriculture,4252.977190102451,1.0,1707.7198403708524,1.8092541598101084,1.0,,None,,1
Female,47,Married,Secondary,3000.0,0.0,0,Daily wage,Semi-urban,47595.94803549747,60,Marriage,271.8129113307565,0.2,50.0,7.354176251730843,0.8,BPL,Moderate,,0
Male,24,Single,Secondary,31131.417290050525,13820.241585101829,1,Farmer,Urban,407408.32746126724,24,Agriculture,1943.0426938091955,1.0,577.7844249314443,1.4388817410127455,1.0,APL,Good,,0
Female,46,Married,Post-graduate,5775.767465270771,2923.1844456787917,6,Daily wage,Semi-urban,92875.84951745583,24,Medical,141.2453243806091,,142.24817555564186,3.266472982434234,1.0,APL,Moderate,0.95,0
Male,32,Married,Secondary,34806.21962887302,0.0,3,Self-employed,Semi-urban,527490.8594968191,120,Marriage,1694.847573263392,,715.3839243974284,,,APL,None,0.95,0
Female,25,Single,Graduate,19784.044923480782,0.0,1,Farmer,Rural,169922.90027561758,84,Business,1125.385676756948,1.0,,,0.8,,Good,,0
Male,42,Single,Primary,9376.851238864838,0.0,2,Self-employed,Semi-urban,174704.3609713115,60,Business,267.9448346077514,1.0,157.6484890588434,3.4730837357276556,1.0,APL,Good,,0
Female,29,Single,No formal education,3000.0,0.0,4,Self-employed,Rural,25709.217681450842,24,Marriage,187.86193458414812,0.5,50.0,3.2029600353410173,,APL,Moderate,,0
Male,32,Married,Post-graduate,11108.611525590813,8814.866225471482,3,Daily wage,Rural,281167.6432613636,48,Home repair,506.25151052123687,1.0,125.28492061005191,1.2495913886871768,1.0,APL,None,0.95,0
Male,66,Married,Secondary,6729.784066212908,0.0,3,Daily wage,Semi-urban,109581.87783546276,120,Medical,295.7101341719489,0.5,229.92138902077713,3.551424899348316,1.0,APL,None,0.35,0
Male,28,Married,Secondary,7018.219938097923,4906.13296834949,2,Daily wage,Semi-urban,148594.95302778517,24,Education,731.3936871673468,1.0,92.50130391754213,2.6003137874128144,1.0,,Moderate,0.95,0
Male,31,Married,Post-graduate,31325.84160138121,0.0,2,Farmer,Urban,499921.2086610467,12,Agriculture,,0.8,627.7040437142889,2.5248923157976626,,APL,None,0.82,0
Female,30,Married,Primary,14853.802728168392,5253.112808144297,3,Salaried,Rural,311634.6060426587,48,Marriage,610.3527334868704,0.5,301.6057293487107,1.0160354881970162,1.0,APL,None,0.95,0
Male,60,Married,No formal education,16188.791888186866,6158.831580440707,0,Self-employed,Semi-urban,244655.32398610283,60,Education,392.67128404845187,1.0,,,1.0,BPL,Moderate,0.95,0
Female,36,Married,Graduate,24948.027108981023,7987.829602462403,2,Daily wage,Semi-urban,600221.813788212,48,Education,1345.0533808447703,1.0,497.0953569998269,,0.8,APL,Good,0.62,0
Male,34,Married,Graduate,21376.25321490537,0.0,4,Daily wage,Urban,299133.1789195014,12,Medical,528.911730892855,1.0,413.29472149320395,5.387749723671336,,BPL,Good,,0
Male,50,Married,No formal education,13409.065986386324,0.0,3,Daily wage,Urban,196200.28287394464,12,Home repair,,1.0,353.22370068812546,1.908783817294445,1.0,,Good,0.95,0
Male,46,Married,Secondary,8374.408577614826,0.0,2,Self-employed,Semi-urban,198403.57357622692,120,Medical,407.9914605126067,0.8,142.44218765906814,2.379006978146135,1.0,APL,None,,0
Female,44,Single,Secondary,19178.4085704514,0.0,4,Salaried,Semi-urban,349626.0750775736,12,Home repair,,0.8,381.8503090972271,1.1043591570948645,1.0,,None,0.82,0
Male,24,Married,Secondary,3000.0,0.0,0,Daily wage,Semi-urban,59121.62776050792,60,Home repair,358.8595778401707,0.5,50.0,6.8560845790914255,0.8,BPL,None,,0
Female,41,Married,No formal education,20155.845389045764,0.0,2,Self-employed,Urban,268852.39881816355,48,Education,370.81789519916043,1.0,281.4306160451454,4.502495210829407,1.0,BPL,None,,0
Female,58,Widowed,Graduate,24401.873008945055,10970.829134373163,4,Self-employed,Rural,471825.9673980643,120,Business,1019.2241896575633,0.5,522.105865298775,3.081534326850572,0.8,APL,None,0.95,0
Female,22,Married,No formal education,6923.853253282192,0.0,5,Daily wage,Semi-urban,82898.40935565913,36,Business,761.0328745840927,0.5,158.47140492953852,1.9956506701669965,1.0,APL,None,0.62,0
Female,39,Single,Graduate,27986.36167033869,15293.507523925162,3,Salaried,Urban,228714.39449518494,36,Marriage,246.01937475223875,0.5,495.210629450642,4.663340170870615,1.0,BPL,Good,0.95,0
Female,23,Single,Graduate,55755.22358409734,0.0,2,Self-employed,Urban,810357.7313168402,120,Home repair,2901.5130086100016,1.0,1133.669895275426,3.0620247128489657,0.5,APL,Good,0.95,0
Female,28,Single,Secondary,21089.34849393153,0.0,1,Self-employed,Urban,276572.45846620854,60,Business,343.21017549222415,1.0,400.07564984599105,6.351435343363358,1.0,BPL,Moderate,0.95,0
Male,53,Married,Secondary,7527.257872671307,5014.345271347363,6,Daily wage,Rural,49982.625578424784,12,Business,380.2304695869685,1.0,165.5299087269198,4.518431952118609,1.0,BPL,None,0.95,1
Male,61,Married,Secondary,9266.802572433728,0.0,3,Salaried,Rural,124605.17755423837,48,Medical,523.7413355948061,0.8,,5.4145806068890865,0.5,BPL,Good,0.95,0
Female,48,Married,Secondary,31473.705855110242,17945.97123452259,2,Self-employed,Urban,221662.11427862212,120,Business,1699.1984242875467,1.0,691.1177347513375,,1.0,APL,None,0.95,0
Male,55,Married,Post-graduate,37780.074374882155,26025.59131007955,2,Salaried,Semi-urban,353533.5944336802,36,Agriculture,2023.5708935113075,1.0,,1.4915602399421406,0.5,,Moderate,0.95,0
Male,45,Married,Graduate,45365.0997917042,0.0,1,Self-employed,Urban,716552.6063986153,84,Medical,,0.8,878.3677778718693,,0.8,BPL,None,0.62,0
Male,43,Married,Graduate,4996.5199143697555,0.0,5,Daily wage,Semi-urban,44850.91824974642,60,Marriage,584.8637790475867,0.5,161.17177646604833,,,BPL,None,,0
Female,40,Married,No formal education,3146.633657672344,0.0,3,Daily wage,Semi-urban,57582.140876343125,120,Education,50.0,0.5,50.0,3.5519143435993694,,,None,0.95,1
Male,34,Married,Secondary,5833.316740687783,4636.295050146068,4,Self-employed,Rural,156971.528575573,48,Education,460.35536302175825,1.0,107.44247408458087,7.4902383845748846,0.5,BPL,None,,1
Male,45,Married,No formal education,58791.981822355265,0.0,4,Self-employed,Semi-urban,358073.8262553983,12,Medical,3074.5108904805184,0.8,1196.4761606963655,2.8372695072984255,1.0,APL,Good,,1
Male,25,Married,No formal education,15212.51078654133,7244.865227392001,2,Self-employed,Semi-urban,150116.7796633255,48,Business,,0.5,304.93768385520667,1.2036513364414803,1.0,APL,None,,0
Female,34,Married,Secondary,24286.226596999084,0.0,3,Self-employed,Urban,468111.6605167919,48,Medical,333.47160847394593,0.5,407.0474293809908,,1.0,BPL,None,0.82,0
Female,53,Married,Primary,27638.536277473275,0.0,1,Daily wage,Urban,713765.6270505707,60,Medical,1455.5511420183097,0.5,497.8991416190167,2.5295909207256226,,,None,,0
Female,44,Married,Secondary,9770.955207457111,5235.939032619618,0,Self-employed,Rural,142930.9547192326,120,Marriage,496.7264777571469,0.5,179.45336703837003,3.1661338295452945,0.8,BPL,Moderate,0.95,0
Female,33,Single,Primary,6377.871764765858,3548.9747268705532,4,Daily wage,Rural,113194.98140830148,24,Medical,,0.5,111.00438219404417,,1.0,BPL,Good,0.95,0
Female,45,Single,Secondary,43154.44587499215,0.0,4,Salaried,Urban,748145.666223315,84,Marriage,2062.742686718738,0.8,847.792565747165,,1.0,APL,None,,0
Female,54,Married,Primary,33638.74496966786,10674.042420793068,1,Salaried,Rural,795941.3293479583,84,Education,1639.5471177966897,,662.4118019581224,1.3455366070069497,,,None,,0
Female,48,Married,Primary,3620.8882497479203,2071.7237228631657,3,Self-employed,Semi-urban,45055.1200109976,24,Marriage,161.8186838862526,0.5,80.98036617821278,1.465677853464919,0.2,APL,Moderate,0.62,0
Female,29,Married,Secondary,12170.662535373418,0.0,5,Farmer,Rural,351408.38077856903,36,Medical,483.686654293003,0.5,216.22916379182698,1.3770981578095824,0.8,APL,Good,0.95,1
Female,25,Married,Graduate,29733.60544501121,13641.614136230553,3,Daily wage,Semi-urban,409310.0890769025,84,Marriage,1654.7703198619333,0.8,522.8837411284455,3.1551762535464953,0.5,APL,None,,0
Male,39,Married,No formal education,16145.430486283225,0.0,2,Daily wage,Semi-urban,199167.4411997106,84,Business,744.4110160538648,1.0,,3.2340903216976526,1.0,APL,None,,0
Male,22,Married,Secondary,31585.117131244002,0.0,3,Salaried,Urban,839258.0435931382,36,Home repair,1308.2703178060542,1.0,722.9275468504045,2.0817153872459633,1.0,,Weak,,0
Male,18,Single,Secondary,11714.50558221097,0.0,3,Salaried,Semi-urban,98984.63949608832,60,Agriculture,816.163293275468,,184.02510407266814,3.0090310677863252,1.0,,Moderate,0.95,1
Female,50,Single,Secondary,12936.152582372551,4675.987559950874,0,Self-employed,Rural,227787.61346734513,120,Marriage,775.6282397171849,1.0,321.8864441943609,1.259794368234577,0.5,,None,0.95,0
Male,64,Married,Secondary,3229.4932287817014,0.0,3,Self-employed,Rural,93331.62948275478,12,Marriage,403.65444874247754,0.2,,3.311495568487553,0.2,BPL,None,0.95,0
Female,37,Married,Secondary,6690.68927047612,4545.753125078152,2,Daily wage,Semi-urban,60036.33089614748,48,Agriculture,562.5481082140266,0.2,120.54425543205528,2.1968540371436376,0.5,,Good,0.62,0
Male,36,Married,Secondary,26226.785246706757,12853.666832641033,3,Salaried,Rural,524511.5459447623,48,Home repair,412.9582056009565,,542.5809933719644,7.723129805910175,,BPL,None,,0
Male,42,Single,Secondary,11174.222080043946,0.0,6,Self-employed,Semi-urban,175469.05908583495,48,Medical,523.78700250348,1.0,245.33804648653276,1.9506074004566667,1.0,APL,None,0.95,0
Female,38,Married,Secondary,31454.149275159067,0.0,4,Salaried,Urban,872167.4669245118,12,Home repair,,1.0,590.4947847923906,2.386364029727558,0.5,APL,None,0.95,0
Male,31,Married,Secondary,10061.424720790508,0.0,4,Salaried,Rural,263091.3741513975,84,Marriage,503.98410104029927,0.5,,4.295007923946983,1.0,BPL,Weak,,0
Female,31,Married,No formal education,25063.834823287798,0.0,1,Self-employed,Semi-urban,441874.25145672867,12,Business,1011.2925483818113,0.5,534.228875300832,,0.8,APL,None,0.95,0
Female,30,Married,No formal education,21714.21584577997,11519.061006535305,1,Salaried,Semi-urban,218951.18678392572,36,Medical,414.6684706351544,,486.6124719002806,7.941443647917073,1.0,BPL,Good,0.95,0
Male,43,Married,Graduate,71714.31939628486,0.0,1,Farmer,Urban,381918.56171914167,60,Agriculture,3450.930980902472,1.0,,1.496051335291455,1.0,APL,None,,1
Female,52,Married,Primary,4949.37230545813,0.0,3,Farmer,Urban,146252.09992774294,48,Marriage,371.91317333433676,1.0,50.0,7.730818830983125,0.8,BPL,Strong,0.95,0
Male,25,Single,Secondary,3378.5303239366795,0.0,2,Self-employed,Rural,50178.76719886439,48,Home repair,238.06885175034594,0.8,,5.096907456858395,1.0,BPL,Moderate,0.82,0
Female,35,Married,No formal education,37894.03634301314,12789.027858133646,2,Salaried,Semi-urban,517154.1592183892,120,Business,1824.8535646286193,1.0,676.2953513372024,2.223836274618415,0.5,APL,Strong,,0
Male,25,Single,Graduate,71064.11062477081,42856.82398454741,1,Self-employed,Semi-urban,903506.3994351097,48,Medical,3500.9916531388667,1.0,1429.7931453742824,,1.0,APL,None,0.95,0
Male,25,Married,Graduate,27285.58921613623,17198.50300479694,3,Self-employed,Semi-urban,354539.88108593895,84,Home repair,1352.790843558515,1.0,466.0331592860231,2.687789322758336,0.8,APL,None,0.62,1
Male,36,Married,Graduate,19087.081339286087,10648.197320492189,1,Farmer,Urban,540604.978941295,24,Medical,1164.078079422407,0.5,411.16635072965204,3.540499738761387,0.2,,Good,,0
Male,36,Married,Graduate,40815.53810518052,0.0,1,Salaried,Urban,564456.7634544512,48,Medical,2388.9872875711085,1.0,853.1279234705845,1.363568298900695,1.0,APL,None,,0
Male,26,Married,Secondary,3000.0,1465.094054642498,0,Farmer,Rural,23243.01876482404,36,Agriculture,,1.0,,5.334482445766195,1.0,BPL,Good,0.95,1
Male,27,Married,Graduate,21847.7644219846,15937.77868500754,1,Daily wage,Urban,137636.02490019088,60,Home repair,1122.019772871389,0.8,393.17910789395677,3.42611476661769,1.0,APL,None,,0
Male,28,Married,Secondary,6254.9303792951805,0.0,0,Self-employed,Rural,142895.48149745993,60,Medical,556.5389467457289,,199.06802954596543,6.9759099467554595,1.0,BPL,Good,,0
Other,34,Married,Primary,15800.327578255126,0.0,1,Self-employed,Rural,122994.64467915907,84,Home repair,,0.5,360.46025885268693,,,BPL,Good,0.95,1
Male,46,Divorced,Graduate,3000.0,1220.8029912262866,3,Daily wage,Semi-urban,85373.53062722157,48,Education,50.0,0.2,50.0,,1.0,APL,Good,,0
Female,18,Married,Post-graduate,4047.684059205248,2335.7905307708356,3,Self-employed,Rural,110777.82992499872,24,Business,177.57694695488306,0.2,102.06164795815964,2.808807593021845,,APL,Good,,0
Male,42,Single,Graduate,9374.647840954322,3954.175894899758,1,Self-employed,Rural,83579.02515679812,60,Home repair,682.3082080372327,1.0,270.6604607817062,2.9359556050907907,0.5,APL,Weak,,0
Female,30,Married,Secondary,9150.686285975804,3351.236801975483,7,Self-employed,Semi-urban,52541.04088025636,48,Home repair,377.4590050032144,0.5,187.3229485339453,7.320042832016752,0.5,BPL,None,0.62,0
Female,52,Single,No formal education,14327.732748430642,0.0,4,Farmer,Rural,175335.38576087545,24,Marriage,473.5359634227757,1.0,294.1732606240095,5.646926558027841,1.0,BPL,None,,0
Female,54,Married,Primary,31111.14740889881,0.0,4,Salaried,Urban,173799.8703604783,120,Business,1743.0161537157478,1.0,657.0885201731644,2.6090522323835224,0.8,,None,,1
Male,44,Married,Secondary,8318.96151694099,6360.813524854655,3,Self-employed,Rural,196465.31132610064,12,Medical,404.4494847778028,0.5,248.53612328898302,1.2918419509742403,1.0,,None,,0
Male,38,Divorced,Primary,52310.41552931157,0.0,4,Self-employed,Urban,318008.93129619304,12,Home repair,493.07935274016046,1.0,1022.7376068422395,3.2690705063720373,0.5,BPL,Weak,,1
Female,43,Married,Graduate,37954.879421924685,19576.649342969115,1,Self-employed,Semi-urban,582785.473448762,60,Medical,1983.1332932324149,1.0,824.4164864769243,1.0086033321241197,0.5,APL,Moderate,,0
Female,38,Divorced,Secondary,22774.86957456955,16588.871389675547,3,Daily wage,Urban,458856.5124102334,48,Business,367.43076484670166,1.0,486.7840979814449,,1.0,BPL,Weak,0.95,0
Male,18,Married,Secondary,46894.408451928546,28338.499110332144,3,Salaried,Semi-urban,529979.3568075026,84,Agriculture,2201.2375220632675,1.0,,2.372971902310694,0.8,APL,Good,0.62,0
Female,38,Widowed,Primary,26748.57414916519,0.0,4,Self-employed,Urban,624477.2277439367,24,Home repair,215.16909837217077,1.0,525.6574386014697,6.040462828357392,0.8,BPL,Moderate,,0
Male,38,Single,Primary,30943.61757314409,11583.896173468223,0,Farmer,Semi-urban,575542.6980315907,24,Agriculture,1557.492089609746,1.0,598.9105295083011,1.7163063417750835,0.8,APL,Moderate,0.95,0
Male,44,Single,Post-graduate,28701.26553772497,0.0,3,Self-employed,Semi-urban,762859.06585191,24,Home repair,1827.1648397997435,,544.8406214606362,3.4083706840214276,0.8,APL,None,,0
Female,53,Married,Secondary,45397.3097113655,0.0,2,Farmer,Semi-urban,959712.5098384378,36,Marriage,,0.8,888.7855548319477,,0.2,APL,None,0.95,0
Female,40,Married,No formal education,33797.17281595124,0.0,2,Salaried,Semi-urban,412937.165442832,60,Agriculture,597.8567143230714,0.2,664.0335094401546,7.080891292263614,1.0,BPL,None,0.95,0
Male,28,Married,Primary,3000.0,1805.4859141359186,2,Daily wage,Rural,15276.713126856019,12,Marriage,184.28589419561288,,97.5071232279368,3.4562579306505317,0.2,,Moderate,0.82,0
Female,38,Married,Graduate,19376.606475403765,0.0,1,Self-employed,Urban,247424.0301282161,36,Agriculture,1246.9928430963962,0.5,400.5284970282813,2.3804078475554835,0.5,APL,Weak,0.82,0
Male,53,Married,Graduate,25233.831572551564,0.0,2,Salaried,Semi-urban,592369.3010218418,12,Medical,231.53305882715438,,572.4324044315023,7.514003193120941,1.0,BPL,None,,0
Male,41,Single,Graduate,39342.19675782026,0.0,1,Self-employed,Semi-urban,534751.4611802729,120,Education,2230.329924987242,1.0,781.9634692768449,2.682122250959366,1.0,,Strong,0.95,0
Male,55,Married,No formal education,106151.08606665372,0.0,2,Self-employed,Urban,1623870.02090188,84,Medical,5413.853821259911,1.0,2067.258871736046,1.22052529292592,0.8,APL,None,0.95,0
Male,45,Single,Graduate,12231.242538275354,0.0,1,Salaried,Semi-urban,315302.742075682,36,Medical,758.9036977345347,,,3.2933456369651566,0.8,APL,Good,0.82,0
Female,49,Single,Primary,11426.445882040116,0.0,1,Self-employed,Urban,259988.01039091754,84,Business,640.77678961521,0.5,249.32940977110363,1.3249926300354358,1.0,APL,None,0.95,0
Female,18,Single,No formal education,3706.5838569069915,0.0,3,Self-employed,Rural,78371.31714419629,84,Business,409.6256505779123,,87.2214758782093,,1.0,BPL,None,0.82,0
Female,65,Single,Secondary,25947.072934426236,0.0,3,Farmer,Rural,513564.3799622626,60,Business,1366.0039417986418,1.0,512.8559991696026,1.0184660100837817,1.0,,Weak,0.35,0
Male,40,Divorced,No formal education,4151.624086288673,2180.6656924346225,1,Salaried,Rural,60191.92243438595,48,Marriage,588.2252579895733,,,6.752713075857277,1.0,BPL,Good,,0
Male,33,Widowed,Secondary,40070.62881656446,0.0,2,Salaried,Rural,1113643.709946577,48,Medical,1855.0932207834003,1.0,773.6073782699517,1.380723233120667,1.0,,None,0.62,0
Other,42,Married,Secondary,7795.991358132516,2351.0853578706665,1,Salaried,Rural,112956.45488485711,84,Marriage,588.1945594620968,0.5,101.49153131646077,5.947374363927198,1.0,BPL,Strong,0.35,0
Female,24,Single,Primary,3000.0,0.0,2,Self-employed,Rural,43424.679556121424,48,Business,433.14855416067036,1.0,53.52508109206007,1.6310724453697834,0.5,,Moderate,,0
Male,30,Married,Primary,23852.41621757187,0.0,1,Self-employed,Semi-urban,697608.1686711222,120,Education,1219.3332565373519,1.0,467.39225063316485,3.0263310793787817,1.0,APL,Moderate,,0
Male,37,Married,Secondary,35209.69755598749,0.0,1,Self-employed,Urban,313320.8182737511,120,Agriculture,1826.040246261194,1.0,707.5846798614615,2.6186643134029217,0.5,APL,None,0.95,0
Male,29,Married,Graduate,3000.0,1904.3086241887413,1,Daily wage,Rural,84705.00028621368,120,Agriculture,,0.5,53.030463955178696,3.4228883545007776,0.5,BPL,None,,0
Male,54,Divorced,Post-graduate,5853.758517222332,0.0,3,Salaried,Rural,108647.43021282034,120,Business,569.7680702707128,1.0,140.13823022661185,6.419310882393407,0.5,BPL,None,,0
Female,26,Married,Secondary,12966.634707782978,0.0,1,Salaried,Semi-urban,81809.26675372302,24,Education,561.8567464600867,0.2,,6.81690016214689,0.2,BPL,None,,1
Female,34,Married,Primary,50022.65215123164,32973.42603416752,2,Salaried,Urban,575447.8622249648,60,Medical,2572.841693543563,1.0,,1.7019072810992126,1.0,,Good,,0
Male,18,Divorced,Secondary,49621.46558006179,17882.082145298715,3,Farmer,Urban,1247286.6770804464,48,Marriage,2199.1965940871482,,989.6193030415633,1.8336415448584722,1.0,APL,None,0.95,0
Male,72,Single,Primary,6926.145911670573,4676.138527478793,6,Daily wage,Rural,149437.012758884,120,Medical,,0.8,99.05145684455753,3.1123098324118423,1.0,BPL,None,0.95,0
Male,37,Single,Secondary,40932.79524312669,0.0,4,Salaried,Urban,280135.6045869858,36,Business,2121.9903651555014,,899.661720557931,1.3078961661762263,1.0,,Good,0.95,0
Female,66,Married,Primary,4964.517154571404,3343.865102745759,1,Self-employed,Rural,79119.89143663266,60,Marriage,566.7122796969384,1.0,,6.546648026430017,0.8,BPL,Good,0.82,0
Male,46,Married,Post-graduate,3000.0,0.0,1,Daily wage,Semi-urban,85865.56409802001,60,Home repair,50.0,0.5,50.0,1.5149038853098211,0.8,APL,None,0.95,0
Male,50,Married,Graduate,44680.487323901194,28750.59933953367,1,Self-employed,Urban,1327896.5025372494,120,Education,1917.117463862129,,889.1268564773198,1.221409006172991,1.0,,None,0.95,0
Female,35,Single,Secondary,71846.29403141161,0.0,6,Salaried,Urban,1226412.0614878365,12,Marriage,,,,,0.2,,None,0.62,0
Male,45,Married,Primary,37315.87110491265,15279.584359990684,6,Salaried,Semi-urban,460548.0366269154,24,Agriculture,1204.4338260590853,1.0,,1.486348951740221,1.0,APL,None,0.95,1
Male,33,Married,Graduate,11765.920135634455,0.0,4,Salaried,Semi-urban,185212.6916967154,24,Medical,455.9749261272704,1.0,224.15350460458794,3.2183421539579045,1.0,,None,0.95,0
Female,28,Single,Secondary,6334.565423377486,2226.3068091711893,1,Daily wage,Rural,55801.88242184354,12,Marriage,349.9956734995743,1.0,164.70647385283803,3.8472773665444366,0.8,APL,Good,0.62,0
Other,38,Married,Secondary,11135.674136688938,8652.743724824088,3,Farmer,Rural,161460.3581380307,24,Medical,,,,1.8923394674507785,0.5,,Weak,0.95,1
Male,58,Widowed,Secondary,17317.579419646034,0.0,2,Salaried,Urban,450315.1555345425,12,Medical,892.2629139120737,0.2,296.4642736260913,3.0233917622738415,1.0,APL,None,,0
Male,30,Married,Secondary,3736.488245370198,2009.3969362182318,5,Daily wage,Urban,61081.48805367265,60,Home repair,380.28333025330915,,63.503691533317834,2.463477354951532,1.0,APL,Good,,0
Male,32,Married,Primary,13825.828781639066,5296.556979109488,2,Self-employed,Semi-urban,276688.7370524666,120,Marriage,,0.8,,2.6783656041202737,,APL,None,0.95,0
Male,27,Married,Primary,29708.054401791156,13823.218918797771,3,Self-employed,Urban,575017.9972287762,120,Marriage,1406.575397201236,1.0,600.7133851075904,,1.0,APL,Moderate,0.95,0
Male,32,Single,Primary,7029.873167197355,5500.179120531306,3,Self-employed,Semi-urban,118207.18628955618,84,Education,298.3534038246801,0.5,123.67356710503189,2.734493258837474,,,None,0.82,0
Male,29,Single,No formal education,23968.512485694733,9577.299583595519,3,Self-employed,Semi-urban,216421.90870541043,120,Marriage,1198.1131298244056,1.0,536.8135894165425,1.2671589491685165,1.0,APL,Strong,,0
Female,67,Divorced,Secondary,62813.49142079099,0.0,2,Farmer,Urban,1492360.5284091197,24,Agriculture,205.08384601787816,,1245.5439474541959,4.322087579628712,0.2,BPL,None,,0
Male,48,Married,Primary,23085.02903966043,0.0,6,Daily wage,Semi-urban,571208.0325345423,60,Agriculture,901.1617849883125,0.8,454.50974193936923,3.179172748183765,0.2,,Strong,,0
Male,20,Single,Post-graduate,67090.69197903163,44925.60767309288,2,Salaried,Semi-urban,493790.91412753734,60,Marriage,3260.0537238310617,0.5,,3.753110140165156,1.0,APL,None,,1
Female,22,Single,Primary,44946.13314323413,0.0,3,Farmer,Urban,862231.8062751088,84,Home repair,2451.5515019382333,1.0,929.4598909257702,,,APL,Good,0.82,0
Male,18,Divorced,Graduate,19513.07852670382,0.0,4,Self-employed,Rural,433177.5294797817,84,Medical,406.52434497509273,0.5,441.2871816391432,6.496078601889776,1.0,BPL,Good,0.62,0
Male,32,Married,Graduate,18614.617895083848,11424.400996277245,1,Self-employed,Rural,163318.987921456,120,Business,,1.0,,5.869597545443645,0.8,BPL,None,0.95,0
Female,57,Single,Graduate,3000.0,914.4524583255459,2,Self-employed,Rural,78712.89049902864,36,Home repair,217.01183378291614,1.0,,6.6150876511203105,0.5,BPL,Moderate,0.82,0
Male,18,Married,Graduate,29628.43438909573,0.0,5,Salaried,Semi-urban,811215.1423686291,36,Marriage,1430.900258816787,,659.0043639608655,2.985143583172332,1.0,APL,Moderate,0.95,0
Female,26,Married,Secondary,6036.565186466736,2772.6042884892627,4,Self-employed,Rural,125702.08406837577,60,Education,,1.0,,7.148894136464833,1.0,BPL,None,0.95,0
Female,44,Married,Secondary,9140.68276752163,0.0,1,Self-employed,Rural,208809.0310798588,120,Education,276.5761411057448,,140.1223887619095,6.098227954073455,1.0,BPL,None,,0
Male,39,Married,Secondary,18763.416786329406,9288.483652946548,1,Self-employed,Urban,130788.05622832476,120,Business,,1.0,441.68369405087265,,1.0,APL,None,,1
Female,32,Married,No formal education,4962.70433656399,3799.3508826218035,0,Self-employed,Semi-urban,62056.64987224793,36,Education,444.8627337421128,1.0,74.64904002085643,1.5392738609098364,0.5,,Good,0.62,0
Male,55,Married,Post-graduate,13866.232546661537,0.0,5,Farmer,Urban,245885.0942476358,120,Agriculture,766.7621070928705,,333.31299936525926,1.7994518594704796,0.8,,Strong,0.95,1
Female,74,Married,Primary,7551.620671499273,3290.9159283720055,1,Daily wage,Urban,188643.40032543274,24,Medical,198.35991823336747,,188.81795973292364,3.6547284495750354,0.2,APL,None,0.82,0
Female,53,Single,Primary,4705.022678487918,1859.6569761189317,6,Self-employed,Urban,60086.72271100811,24,Home repair,440.363060693623,0.2,,5.599867844943657,0.8,BPL,None,,0
Female,36,Married,Primary,26186.910263500067,0.0,1,Daily wage,Urban,375273.70421317284,12,Medical,1295.7481572752672,0.5,553.6027222317414,3.3025145617287626,,APL,None,0.62,0
Male,35,Married,Secondary,23357.287436198287,0.0,2,Self-employed,Semi-urban,505942.88473750796,60,Business,1214.2682108688605,,406.1367858416241,1.9623249449377442,,APL,None,0.95,0
